Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3VrAQzhFpUX0RGRqcOATd0,You're Sexy I'm Sexy,Before We Begin,Eric Nam,11/14/2019,187200,42,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-20T03:28:22Z,k-pop,Genie Music Corporation,0.812,0.721,11,-4.547,0,0.0766,0.111,0,0.0917,0.83,109.971,4
spotify:track:30lMBHYhUC2uJULakGPtkf,Don't Call Me,Honestly,Eric Nam,4/11/2018,203841,30,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-20T03:29:00Z,k-pop,CJ E&M,0.842,0.581,11,-6.178,0,0.222,0.234,0,0.184,0.751,124.067,4
spotify:track:0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),Billie Eilish;Khalid,4/19/2018,200185,88,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-20T03:30:04Z,,Darkroom,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
spotify:track:1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,21,Adele,1/24/2011,285240,79,FALSE,dxgbydtxj4ernrimisfdo7p0h,2022-12-20T03:31:06Z,soft pop,XL Recordings,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4
spotify:track:0rhI6gvOeCKA502RdJAbfs,Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,186570,67,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T05:19:21Z,k-pop,Republic Records - TXT,0.712,0.893,10,-3.995,0,0.0851,0.00788,0,0.169,0.828,125.022,4
spotify:track:53H3sGmqiXWO4MwuZAJfyn,Devil by the Window,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,186471,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-27T13:41:40Z,k-pop,Republic Records - TXT,0.536,0.596,6,-5.799,0,0.0984,0.0592,0.0000066,0.116,0.643,133.995,4
spotify:track:6LnEoRQKMcaFTR5UvaKuBy,Rock with you,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,10/22/2021,180360,69,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-01-31T23:11:25Z,k-pop,PLEDIS Entertainment,0.621,0.816,11,-5.242,1,0.104,0.0966,0,0.134,0.694,163.966,4
spotify:track:5TyCTVsBsHeeutZcU2uP5s,Home,SEVENTEEN 6TH MINI ALBUM 'YOU MADE MY DAWN',SEVENTEEN,1/21/2019,203731,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-02-18T16:41:32Z,k-pop,PLEDIS ENTERTAINMENT,0.741,0.547,9,-5.029,1,0.253,0.427,0,0.0931,0.615,87.977,4
spotify:track:6Upu6yjkdi0DVI8E3IBZEU,Don't Wanna Cry,SEVENTEEN 4th Mini Album ‘Al1’,SEVENTEEN,5/22/2017,203426,63,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-02-18T16:41:37Z,k-pop,PLEDIS ENTERTAINMENT,0.781,0.683,0,-4.258,1,0.0325,0.164,0.00000153,0.16,0.722,100.005,4
spotify:track:19WBBlTBTcgNGYBbY6HZB6,Tick Tick Boom,Day&Night,CLASS:y,10/26/2022,179520,40,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-02-19T16:31:43Z,k-pop,M25,0.767,0.797,10,-3.06,0,0.0369,0.16,0.00122,0.294,0.874,99.998,4
spotify:track:3QjEH4qz8mZEe5mwpxTequ,Lovin' Me,THE FIFTY,FIFTY FIFTY,11/18/2022,189533,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-02-19T16:32:04Z,k-pop,ATTRAKT,0.616,0.597,8,-6.768,1,0.362,0.71,0.0000238,0.104,0.6,170.855,4
spotify:track:2th6UWbfVz3hsSDzQAKqy2,Sweet Juice,Cabin Fever,PURPLE KISS,2/15/2023,192653,50,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-03-15T02:15:45Z,k-pop,RBW Inc.,0.705,0.709,6,-2.871,1,0.0372,0.031,0,0.48,0.723,116.012,4
spotify:track:6KExHY2Eo0DphK63s2dfYi,Nerdy,Geekyland,PURPLE KISS,7/25/2022,178346,44,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-03-15T02:15:49Z,k-pop,RBW Inc.,0.732,0.797,7,-2.471,0,0.0931,0.0232,0,0.152,0.728,136.083,4
spotify:track:0AM8lPGURJy8yBQ0tlhlOI,Autopilot,Cabin Fever,PURPLE KISS,2/15/2023,179386,41,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-03-15T02:15:54Z,k-pop,RBW Inc.,0.527,0.823,6,-2.141,1,0.145,0.0859,0,0.0998,0.637,159.949,4
spotify:track:69CrOS7vEHIrhC2ILyEi0s,FLOWER,ME,JISOO,3/31/2023,173134,68,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-02T03:18:12Z,k-pop,YG Entertainment/Interscope Records,0.843,0.389,9,-7.669,0,0.036,0.0316,0.0000062,0.0982,0.639,123.956,4
spotify:track:3QD0Y1tTngihByjdWC99lG,Killing Me,Killing Me,CHUNG HA,11/29/2021,164053,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:20:28Z,,MNH ENTERTAINMENT,0.722,0.851,10,-2.589,1,0.264,0.35,0,0.0661,0.763,122.012,4
spotify:track:21aIsunB7PfZI0vlIoaJPh,Bonnie & Clyde,A Page,YUQI,5/13/2021,174639,56,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:20:40Z,k-pop,Universal Music LLC,0.682,0.811,5,-4.77,0,0.038,0.204,0,0.0928,0.806,137.873,4
spotify:track:2FymmKBuog0loCuNXMwQID,Ready to love,SEVENTEEN 8th Mini Album 'Your Choice',SEVENTEEN,6/18/2021,186760,59,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:20:42Z,k-pop,PLEDIS Entertainment,0.668,0.705,9,-5.731,0,0.0356,0.0274,0,0.215,0.549,129.984,4
spotify:track:7rXcCpIAoOUCydkVDMcoPV,INVU,INVU - The 3rd Album,TAEYEON,2/14/2022,204973,61,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:20:46Z,"k-pop,k-ballad",SM Entertainment,0.599,0.816,11,-3.412,0,0.0556,0.0911,0.00000217,0.0961,0.399,106.962,4
spotify:track:3MJhPqL2IgGs7gHEB2M35q,Hard to Love,BORN PINK,BLACKPINK,9/16/2022,162569,63,TRUE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:21:01Z,k-pop,YG Entertainment/Interscope Records,0.653,0.765,5,-5.026,1,0.0442,0.00532,0,0.181,0.461,104.993,4
spotify:track:7xNCacksfUkYXsXuSW4vNF,PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),salem ilese;TOMORROW X TOGETHER;Alan Walker,2/23/2022,152214,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:21:06Z,k-pop,HomeMade Projects / 10K Projects,0.602,0.642,2,-5.404,0,0.211,0.0131,0.00000533,0.0668,0.54,175.978,4
spotify:track:1exxGxUMlJWD1h9YcE9YZH,Opening Sequence,minisode 2: Thursday's Child,TOMORROW X TOGETHER,5/9/2022,177976,62,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:21:17Z,k-pop,Republic Records - TXT,0.609,0.64,3,-5.61,0,0.0539,0.167,0,0.0959,0.442,145.199,4
spotify:track:5Av4jZOAbtY8STz7KPsNDB,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha;ITZY;YEJI & RYUJIN of ITZY,7/29/2022,162273,49,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:21:26Z,k-pop,Warner Records,0.771,0.842,1,-4.446,0,0.0659,0.297,0,0.121,0.572,104.958,4
spotify:track:7F9HWeJf4BTUzpj3B0CQKT,Love me or Leave me,The Book of Us: The Demon,DAY6,5/11/2020,222765,0,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:21:39Z,"k-rock,k-pop",JYP Entertainment,0.618,0.899,6,-3.364,0,0.0328,0.00085,0,0.124,0.58,126.012,4
spotify:track:6I2tqFhk8tq69iursYxuxd,HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,5/27/2022,197586,69,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:21:41Z,k-pop,PLEDIS Entertainment,0.765,0.777,5,-4.376,0,0.0399,0.0539,0.00000258,0.338,0.64,111.944,4
spotify:track:4OelNEcxPGoCOU29fchcsv,MASCARA,MASCARA,XG,6/29/2022,191439,63,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:21:43Z,k-pop,XGALX,0.794,0.877,9,-3.608,0,0.0827,0.0482,0.00000199,0.241,0.506,119.013,4
spotify:track:1Wwh6gmMeolwzbRzfZMY5b,Ready For Love,BORN PINK,BLACKPINK,9/15/2022,184677,56,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:22:17Z,k-pop,YG Entertainment/Interscope Records,0.568,0.727,6,-5.512,1,0.106,0.0133,0,0.118,0.552,107.564,4
spotify:track:59qDYPZPkMPl8qSYRig1xn,"Attention, please!",DIMENSION : DILEMMA,ENHYPEN,10/12/2021,167594,56,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:22:42Z,k-pop,BELIFT LAB,0.498,0.871,2,-4.593,0,0.0494,0.000483,0,0.279,0.613,150.035,4
spotify:track:1lb61ya67YS87CtjYN0bil,No Rules,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,5/31/2021,186076,58,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-04T22:23:28Z,k-pop,Republic Records - TXT,0.747,0.736,5,-4.636,0,0.0544,0.00158,0.000033,0.214,0.703,120.03,4
spotify:track:767gRjedAWnbUer6ARRS8d,Candy Sugar Pop,Drive to the Starry Road,ASTRO,5/16/2022,169253,51,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-06T22:13:13Z,k-pop,Fantagio,0.802,0.927,1,-2.131,0,0.123,0.182,0,0.364,0.902,115.042,4
spotify:track:29raY8KmcBzCgCtJ3xtd5R,SuMMer RaiN,Geekyland,PURPLE KISS,7/25/2022,177186,32,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-07T01:54:36Z,k-pop,RBW Inc.,0.707,0.788,1,-2.964,0,0.0554,0.39,0,0.1,0.308,162.018,4
spotify:track:2wsRZURBbDbaQUuVT9piu1,Mine,I've IVE,IVE,4/10/2023,190426,51,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-11T13:33:12Z,k-pop,Starship Entertainment,0.547,0.677,4,-5.663,1,0.42,0.0224,0,0.123,0.571,128.711,4
spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,I AM,I've IVE,IVE,4/10/2023,183853,74,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-11T13:33:19Z,k-pop,Starship Entertainment,0.683,0.875,4,-4.866,0,0.0549,0.0115,0,0.084,0.384,122.002,4
spotify:track:7foeH2Emgq8A3LWk3q6dat,Kitsch,I've IVE,IVE,4/10/2023,195440,64,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-11T13:33:23Z,k-pop,Starship Entertainment,0.8,0.792,11,-4.953,1,0.0529,0.0119,0.00000111,0.0495,0.455,102,4
spotify:track:171vXOYrexGMVNEMA5rs00,Heroine,I've IVE,IVE,4/10/2023,171466,48,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-11T18:47:09Z,k-pop,Starship Entertainment,0.834,0.68,8,-6.444,1,0.0683,0.0748,0.00000764,0.163,0.873,146.018,4
spotify:track:6EGkbPJrb88STcdfMu1j1y,WALLFLOWER,READY TO BE,TWICE,3/10/2023,176066,50,FALSE,dxgbydtxj4ernrimisfdo7p0h,2023-04-16T23:38:44Z,k-pop,Republic Records - TWICE,0.797,0.838,10,-3.111,0,0.0617,0.294,0.00000102,0.112,0.648,111.999,4
